ID,conforto,conforto_n
177,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Porta-luvas climatizado, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",38
178,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assistente de estacionamento semiautomático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Porta-luvas climatizado, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 3",42
179,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle elétrico dos vidros dianteiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Roda-livre, Rodas de liga leve, Sistema start-stop, Troca de marchas no volante, Zonas de ar-condicionado: 1",34
180,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle elétrico dos vidros dianteiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Troca de marchas no volante, Zonas de ar-condicionado: 1",36
181,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Roda-livre, Rodas de liga leve, Sistema start-stop, Troca de marchas no volante, Zonas de ar-condicionado: 2",28
182,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",34
183,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Roda-livre, Rodas de liga leve, Sistema start-stop, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",34
184,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 3",36
185,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 1",34
186,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assistente de estacionamento semiautomático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Cancelamento eletrônico de ruídos, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Desativação de cilindros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Porta-luvas climatizado, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Rodas de liga leve, Sistema start-stop, Suspensão pneumática, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 4",41
187,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Roda-livre, Rodas de liga leve, Sistema start-stop, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 1",30
188,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Roda-livre, Rodas de liga leve, Sistema start-stop, Troca de marchas no volante, Zonas de ar-condicionado: 1",28
189,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assistente de estacionamento semiautomático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",40
190,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assistente de estacionamento semiautomático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",38
191,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assistente de estacionamento semiautomático, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",38
192,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",38
193,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",36
194,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com memórias de ajuste, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Rodas de liga leve, Sistema start-stop, Suspensão pneumática, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 4",40
195,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assistente de estacionamento semiautomático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com memórias de ajuste, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Porta-luvas climatizado, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Suspensão pneumática, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 4",44
196,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Desativação de cilindros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Porta-luvas climatizado, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Rodas de liga leve, Sistema start-stop, Suspensão pneumática, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 4",40
197,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Desativação de cilindros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Porta-luvas climatizado, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Suspensão pneumática, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 4",40
198,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Rodas de liga leve, Sistema start-stop, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 3",38
199,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assistente de estacionamento semiautomático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Cancelamento eletrônico de ruídos, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Desativação de cilindros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Porta-luvas climatizado, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Suspensão pneumática, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 4",43
200,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle elétrico dos vidros dianteiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Roda-livre, Rodas de liga leve, Sistema start-stop, Troca de marchas no volante, Zonas de ar-condicionado: 1",34
201,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle elétrico dos vidros dianteiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Troca de marchas no volante, Zonas de ar-condicionado: 1",36
202,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Câmbio automático, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Direção assistida, Luz no porta-malas, Rodas de liga leve, Troca de marchas no volante, Zonas de ar-condicionado: 1",16
203,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Direção assistida, Faróis com acendimento automático, Limpador de para-brisa automático, Luz no porta-malas, Retrovisor interno fotocrômico, Rodas de liga leve, Sistema start-stop, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 1",26
204,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Rodas de liga leve, Sistema start-stop, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 1",26
205,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Freio de estacionamento elétrico, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Rodas de liga leve, Sistema start-stop, Zonas de ar-condicionado: 1",22
206,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assistente de estacionamento semiautomático, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",38
207,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Assistente de estacionamento semiautomático, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Rodas de liga leve, Sistema start-stop, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 1",32
208,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Roda-livre, Rodas de liga leve, Sistema start-stop, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 1",32
209,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Porta-luvas climatizado, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Tampa traseira motorizada, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",38
